hmid,valency,dominance,arousal
41858,7.89,6.41,3.66
41921,6.764,5.938,4.75
42045,5.81676470588,6.07411764706,3.68823529412
42166,6.68705882353,6.00117647059,4.23235294118
42219,6.24222222222,5.71111111111,4.16777777778
42220,6.405,5.8375,4.17625
42254,6.42294117647,5.96705882353,4.39058823529
42366,7.01,6.12,4.245
42466,6.09710526316,5.63973684211,4.18342105263
42476,5.880625,5.9,3.890625
42478,6.37095238095,6.24904761905,4.24714285714
42529,6.366,5.756,4.182
42768,5.71,6.06,4.555
42844,6.12727272727,5.86363636364,3.77545454545
42977,6.24136363636,6.07136363636,3.88954545455
43000,7.21,6.256,4.646
43004,5.8985,5.9275,3.9305
43122,6.75333333333,5.45333333333,4.34
43154,6.44272727273,6.10909090909,4.29363636364
43163,5.748,5.519,4.02
43291,6.27272727273,5.93090909091,4.39363636364
43385,6.24148148148,5.91074074074,3.99962962963
43453,5.84130434783,5.62130434783,4.19913043478
43485,6.68090909091,5.95227272727,4.86272727273
43515,5.67,5.535,3.27
43634,6.265,6.1825,5.165
43658,6.70666666667,5.81666666667,3.90666666667
43718,6.26333333333,5.29666666667,3.68333333333
43772,6.19571428571,5.65714285714,4.11857142857
43793,5.5504,5.6672,4.376
43813,6.4748,6.0,4.4504
43904,6.767,6.083,5.006
43983,6.55333333333,5.59666666667,3.665
44035,7.055,5.99625,4.08
44165,7.25166666667,6.21333333333,4.29833333333
44201,5.85423076923,5.99038461538,3.78307692308
44227,5.67837837838,5.54081081081,4.14027027027
44234,6.086,5.882,4.04
44243,6.54025,6.20475,4.3145
44273,6.21,6.1925,3.6775
44287,6.17766666667,5.87266666667,3.81566666667
44480,5.82,6.56,3.19
44495,6.417,5.614,4.369
44533,5.245,5.2,4.685
44635,5.17,5.4,3.72666666667
44651,7.46833333333,6.15,4.815
44771,6.00571428571,5.94142857143,4.57428571429
44803,6.12,5.75333333333,3.93666666667
44810,5.28,5.0,3.95
44858,8.26,6.7,6.475
45019,5.952,5.787,3.659
45088,4.102,4.654,4.656
45122,6.376,5.924,4.272
45145,6.85875,5.6925,4.225
45164,6.92416666667,6.07583333333,4.27333333333
45200,5.98333333333,5.79633333333,4.15866666667
45242,6.244,6.0392,3.8256
45274,7.15333333333,5.92,6.20666666667
45285,7.26,6.12333333333,4.53
45286,6.28269230769,5.95961538462,4.06461538462
45379,6.592,6.03,4.726
45569,6.73555555556,6.18888888889,4.44555555556
45902,6.215,5.67916666667,3.9875
45998,6.44714285714,5.93571428571,4.30285714286
46026,7.04,6.382,4.716
46103,6.09,5.82769230769,3.98384615385
46121,6.845,5.5475,3.905
46163,6.04777777778,5.73111111111,4.12666666667
46167,6.28416666667,6.02,4.16333333333
46185,6.31,5.5,3.55
46221,7.1,6.225,5.24
46273,4.39333333333,5.34666666667,3.69
46285,6.25185185185,5.94111111111,4.27148148148
46347,6.2925,5.655,3.7925
46414,6.5825,5.8075,4.5975
46685,6.19571428571,5.65714285714,4.11857142857
46686,6.43,5.895,4.5175
46698,6.19571428571,5.65714285714,4.11857142857
46749,5.3,5.84,3.36
46808,6.77454545455,5.81818181818,4.4
46823,6.20272727273,5.86090909091,4.35909090909
46864,7.14166666667,6.17833333333,4.43166666667
46914,5.95315789474,5.87894736842,4.25
46987,6.28625,5.62125,4.645
47131,6.18166666667,6.22666666667,4.155
47186,,,
47188,6.79333333333,5.92333333333,4.88166666667
47484,6.00571428571,5.94142857143,4.57428571429
47485,5.63,5.75333333333,4.66888888889
47497,6.00571428571,5.94142857143,4.57428571429
47528,6.35666666667,6.37333333333,4.13666666667
47597,6.12777777778,5.47777777778,4.65888888889
47603,6.77454545455,5.81818181818,4.4
47616,5.425,5.5075,3.37
47634,6.00692307692,5.78,3.88846153846
47663,6.37571428571,5.63428571429,4.26142857143
47731,7.34,5.86,6.295
47761,6.81444444444,6.05555555556,4.87222222222
47930,6.778,5.826,4.698
47950,6.51210526316,5.89842105263,4.18052631579
48032,,,
48096,6.47666666667,6.08666666667,4.52666666667
48219,6.18875,5.85,4.905
48396,5.99055555556,5.80611111111,4.04
48401,6.767,6.083,5.006
48406,6.20272727273,5.86090909091,4.35909090909
48415,5.38666666667,5.28833333333,4.27666666667
48421,6.215,5.67916666667,3.9875
48530,5.78,5.33,2.55
48636,6.01333333333,6.55333333333,3.58333333333
48654,6.112,6.164,3.758
48729,5.4,5.77142857143,4.73142857143
48927,6.838,5.89,4.494
49290,6.767,6.083,5.006
49506,5.93294117647,5.59764705882,3.80882352941
49535,6.40619047619,5.94095238095,3.55523809524
49546,8.0,5.92,5.36
49547,8.0,5.92,5.36
49578,6.91,5.0,4.43
49598,6.984,6.15,4.48
49656,7.3075,6.10875,4.59875
49659,6.53434782609,6.06,4.36130434783
49703,6.21,5.77090909091,4.35909090909
49715,6.73,5.9992,4.484
49736,6.29,5.71571428571,4.03714285714
49847,6.1075,5.8725,4.1975
49865,5.355,4.64,4.0325
50100,6.14875,5.91833333333,3.85666666667
50218,6.31875,5.52125,4.385
50266,6.17333333333,5.96,4.02
50289,6.20272727273,5.86090909091,4.35909090909
50378,5.38666666667,5.28833333333,4.27666666667
50380,6.77454545455,5.81818181818,4.4
50578,6.85,5.75,4.57
50715,6.63476190476,6.31523809524,4.36428571429
50843,7.0725,5.95,4.2175
50888,6.8,5.72777777778,4.30888888889
50968,6.955,6.12,4.02
51211,6.29823529412,5.86705882353,3.91882352941
51260,5.385,5.57,4.41
51283,6.31,6.19,4.29333333333
51288,6.00368421053,5.67736842105,4.08684210526
51289,6.20272727273,5.86090909091,4.35909090909
51290,6.77454545455,5.81818181818,4.4
51371,6.77068965517,6.18344827586,4.47620689655
51378,5.425,5.5075,3.37
51384,6.02,5.77,4.07526315789
51424,6.767,6.083,5.006
51506,6.12555555556,5.71333333333,4.43222222222
51538,6.97571428571,6.26,4.71428571429
51609,7.02416666667,6.15916666667,4.5125
51714,5.61333333333,5.43,4.20666666667
51715,6.72,6.16913043478,4.38739130435
51739,6.56,5.06,3.9
51996,,,
52002,6.77454545455,5.81818181818,4.4
52027,6.20272727273,5.86090909091,4.35909090909
52047,6.20272727273,5.86090909091,4.35909090909
52054,6.20272727273,5.86090909091,4.35909090909
52162,5.8275,5.50125,4.08625
52195,6.12782608696,5.82304347826,3.81173913043
52315,6.35282608696,5.84413043478,4.32065217391
52327,4.98225806452,5.77274193548,4.46
52340,7.245,6.26,4.9975
52349,7.1075,6.6175,4.86
52463,6.17130434783,5.81260869565,4.38652173913
52502,5.9925,6.01416666667,3.86916666667
52576,5.985625,5.364375,4.4775
52582,6.593,6.026,3.693
52596,5.95315789474,5.87894736842,4.25
52619,7.4075,6.05,4.96
52659,5.732,6.047,4.022
52678,6.70666666667,5.84666666667,4.55333333333
52681,6.70666666667,5.84666666667,4.55333333333
52708,5.8985,5.9275,3.9305
52745,6.98,6.28,4.71
52793,8.21,6.375,6.43
53013,5.402,5.376,3.914
53047,5.60157894737,5.46578947368,3.74736842105
53054,5.60157894737,5.46578947368,3.74736842105
53069,6.4075,5.6175,4.0925
53282,6.00692307692,5.78,3.88846153846
53296,6.5188,5.9692,4.0272
53315,6.58,6.35666666667,4.27696969697
53340,7.302,6.23,4.944
53349,7.1075,6.6175,4.86
53372,6.3975,6.28,4.0775
53397,6.2175,5.655,3.7825
53412,6.065,5.74125,4.47875
53469,6.654,5.77,4.954
53525,6.17875,6.025625,3.925
53582,6.74545454545,6.11727272727,4.16181818182
53603,6.18884892086,5.79618705036,4.51820143885
53708,5.62,6.02933333333,4.13133333333
53831,7.01666666667,6.24833333333,4.37666666667
53991,6.29333333333,4.60666666667,4.43666666667
54013,6.20272727273,5.86090909091,4.35909090909
54027,6.77454545455,5.81818181818,4.4
54035,6.25833333333,6.04333333333,4.11333333333
54046,6.20272727273,5.86090909091,4.35909090909
54054,6.20272727273,5.86090909091,4.35909090909
54176,5.54666666667,5.87333333333,3.84833333333
54195,6.12555555556,5.71333333333,4.43222222222
54204,6.39538461538,5.69076923077,4.31692307692
54315,5.7496875,5.5015625,4.0190625
54337,7.25,5.535,4.81
54340,7.245,6.26,4.9975
54349,7.1075,6.6175,4.86
54369,6.18,5.825,3.55
54377,6.511,5.663,4.079
54386,6.07666666667,5.69,4.09333333333
54389,4.45,6.0,5.3
54525,6.24545454545,5.70272727273,4.03272727273
54582,6.8275,6.395,4.185
54603,5.98910891089,5.76059405941,4.2402970297
54708,6.11115384615,6.06769230769,4.01538461538
54804,6.216,5.591,4.169
55004,5.225,4.97,3.4
55101,6.19571428571,5.65714285714,4.11857142857
55139,5.4052,5.5252,4.3594
55188,6.4625,6.055,4.2935
55209,6.576,5.712,3.88
55210,7.18,6.14666666667,3.95333333333
55338,6.25,5.845,4.145
55390,5.975,5.74,4.82
55497,7.025,6.54,4.285
55509,5.9162962963,5.56740740741,3.97851851852
55624,6.72666666667,5.70666666667,4.14166666667
55898,6.13,6.188,4.068
56033,6.32412087912,5.78412087912,4.02989010989
56093,6.00571428571,5.94142857143,4.57428571429
56101,6.00571428571,5.94142857143,4.57428571429
56123,6.79230769231,6.03230769231,4.06461538462
56139,6.70352941176,6.18529411765,3.88
56258,6.06,5.58333333333,4.18111111111
56453,6.9775,6.1,4.47125
56460,6.032,6.152,4.036
56465,7.23666666667,6.69888888889,4.45333333333
56642,6.47375,6.24875,4.26125
56868,5.685,5.625,3.99
56966,6.5875,6.215,4.1
57220,6.79,6.31,4.29
57274,5.315,5.0375,4.5775
57311,6.8925,5.955,4.415
57318,6.13,5.75947368421,4.18947368421
57460,5.72555555556,5.92888888889,4.50555555556
57474,6.09666666667,5.34444444444,4.12
57532,6.46333333333,5.92666666667,3.69833333333
57569,6.47083333333,5.91916666667,3.7575
57570,5.52666666667,5.12666666667,3.51
57919,6.28428571429,5.90857142857,4.80857142857
58001,5.69777777778,5.92666666667,3.88444444444
58002,6.52911111111,6.03222222222,4.472
58023,6.23866666667,5.85966666667,4.23533333333
58142,6.48666666667,5.30666666667,4.96
58301,5.78,5.644,3.7
58371,6.40166666667,5.88,4.37333333333
58472,7.265,6.425,3.615
58616,7.53666666667,6.2,5.22
58620,6.66833333333,5.53666666667,4.30333333333
58704,7.28625,6.01125,5.3425
58810,6.3525,5.5025,4.145
58955,7.2175,6.2875,4.855
59003,6.19571428571,5.65714285714,4.11857142857
59010,6.19571428571,5.65714285714,4.11857142857
59070,6.2745,5.9315,3.779
59086,6.11,5.78,4.24
59096,6.86461538462,5.67769230769,4.86076923077
59105,6.81666666667,5.72,4.71833333333
59108,6.20533333333,5.69066666667,4.33
59199,5.73583333333,5.38083333333,3.95666666667
59211,6.64315789474,5.82157894737,4.17105263158
59212,6.618,6.156,3.998
59350,6.12555555556,5.73962962963,4.17740740741
59351,6.44823529412,5.74647058824,4.35823529412
59433,5.71666666667,5.55571428571,4.12238095238
59518,6.9475,6.32,4.5025
59530,6.67619047619,6.09619047619,4.81142857143
59624,6.277,5.801,4.475
59681,6.245,5.68,5.7
59777,6.4896969697,5.76606060606,4.42666666667
59901,6.65666666667,5.91833333333,4.441
60171,5.589,5.301,3.672
60390,6.97733333333,5.99133333333,4.68066666667
60516,4.86333333333,4.48666666667,4.94
60567,5.86,5.87833333333,3.70833333333
60578,6.43066666667,5.93,4.25066666667
60582,6.734,5.918,4.554
60602,7.265,5.7325,5.125
60695,6.46529411765,5.84941176471,4.49176470588
60718,6.95142857143,6.18285714286,4.85857142857
60841,5.82,5.55125,3.96875
60935,5.94923076923,5.75461538462,4.015
60997,6.00583333333,5.72333333333,4.05958333333
61017,6.4875,6.3175,3.67
61068,5.45111111111,5.71555555556,3.70888888889
61197,5.72222222222,6.08333333333,3.75888888889
61202,7.06,6.11,4.975
61334,6.36214285714,5.74785714286,4.19142857143
61527,6.6128,5.814,4.6012
61700,7.035,5.57,4.47
61703,6.238,5.554,4.368
61811,6.235,5.96,3.785
61946,6.983,6.11,4.695
61951,6.574,6.128,4.504
61999,6.00571428571,5.94142857143,4.57428571429
62006,6.00571428571,5.94142857143,4.57428571429
62209,5.62666666667,5.25833333333,4.515
62227,6.25,5.66181818182,4.41454545455
62288,5.07444444444,5.30333333333,4.47888888889
62314,5.83272727273,5.59636363636,4.07272727273
62381,6.596875,5.9,4.205625
62429,8.09333333333,6.48,4.85333333333
62514,6.9475,6.32,4.5025
62541,6.32461538462,5.95615384615,4.93
62609,6.24875,5.66875,4.05125
62677,5.6375,5.46,4.1125
62929,6.31142857143,5.55428571429,4.25
62934,5.7975,5.4475,4.1725
63127,6.89666666667,6.46,4.93
63128,7.045,6.105,5.425
63144,7.21333333333,5.28333333333,4.97666666667
63153,5.69866666667,5.38533333333,4.11933333333
63258,5.78117647059,5.52058823529,4.22352941176
63291,6.72333333333,6.10666666667,4.14666666667
63298,5.75375,5.67625,3.91083333333
63432,6.862,5.854,4.506
63437,6.575,6.2275,4.1425
63471,6.29333333333,6.1,4.58666666667
63533,5.50666666667,5.20666666667,4.18333333333
63589,4.974,5.8,4.8
63669,6.68444444444,6.00444444444,3.97555555556
63868,3.54,4.01,5.81333333333
63939,6.168,5.576,3.494
64085,5.865,5.94,4.0025
64104,6.47,5.7725,5.3
64153,6.1275,5.6075,5.48
64196,6.35428571429,5.30285714286,4.45285714286
64237,6.26727272727,5.34636363636,4.57545454545
64239,5.8675,5.2275,4.3725
64303,6.83,5.27,4.96
64696,7.22,6.14133333333,4.40466666667
65037,6.67928571429,5.93571428571,4.62142857143
65081,6.15555555556,5.39111111111,4.31888888889
65092,6.31333333333,5.11666666667,3.7
65240,4.45,6.0,5.3
65258,4.45,6.0,5.3
65330,6.81,5.905,5.04
65342,6.26309859155,5.84887323944,3.96225352113
65379,6.225,5.575,3.145
65383,6.45,5.4525,3.6875
65384,6.38333333333,5.55333333333,4.87666666667
65407,6.40904761905,5.78333333333,4.51047619048
65425,6.17727272727,5.65636363636,3.98454545455
65465,6.4675,5.9975,3.9375
65487,6.22166666667,5.84833333333,4.54833333333
65490,6.04285714286,6.06571428571,4.32142857143
65510,6.9475,6.32,4.5025
65573,7.025,5.59375,4.3
65605,5.91,5.71923076923,4.11
65869,5.25875,4.81875,4.32125
65891,6.35666666667,5.90666666667,3.72333333333
65901,6.60714285714,5.93571428571,4.01857142857
65960,5.92,5.965,3.86
66008,6.75,5.64,5.1275
66040,6.813,5.957,4.518
66123,6.87666666667,5.91,4.58666666667
66313,6.35846153846,6.21384615385,4.38461538462
66336,6.256,5.596,3.648
66364,6.04,5.81,4.39363636364
66480,6.105,5.925,3.86875
66513,6.79935483871,5.95258064516,4.24774193548
66554,7.214,6.97,4.95
66572,6.49666666667,6.02333333333,3.88666666667
66707,,,
66759,5.635,5.5425,4.3125
66814,6.41,5.3875,4.0125
66853,5.99375,5.80625,4.083125
66927,6.30947368421,5.83578947368,4.23210526316
66989,6.615,6.215,4.32
67054,5.72,5.33,3.8
67084,6.021875,5.7075,3.65125
67085,6.79571428571,6.09,4.35619047619
67159,5.71166666667,5.30666666667,3.98
67177,7.04,6.51833333333,4.67
67178,,,
67230,4.92,5.785,3.8425
67353,7.082,5.46,4.53
67373,6.32514285714,5.80542857143,4.031
67404,5.92333333333,5.52,4.11
67444,6.06333333333,5.55333333333,4.28666666667
67714,6.76,5.99428571429,4.91428571429
67744,6.7,6.1625,3.955
68014,6.29233333333,5.97416666667,4.3615
68020,4.59,4.8595,4.0235
68190,7.045,5.94833333333,4.59166666667
68249,6.192,5.672,4.034
68383,6.7625,5.795,4.29375
68461,6.19571428571,5.65714285714,4.11857142857
68463,6.19571428571,5.65714285714,4.11857142857
68527,6.73428571429,5.93428571429,4.87285714286
68537,7.23,5.84,4.725
68564,6.88,5.92,4.41666666667
68620,6.36,5.845,4.03
68622,6.92793103448,5.78034482759,4.75
68645,6.33454545455,6.10590909091,4.00772727273
68670,6.6925,6.0425,4.8525
68671,6.27542857143,6.16571428571,4.37057142857
68769,6.29333333333,5.93222222222,3.93777777778
68771,5.39027777778,5.54,4.67027777778
68927,6.32514285714,5.80542857143,4.031
69008,6.20486486486,5.90108108108,3.89297297297
69131,6.02666666667,5.98,3.50666666667
69202,5.7925,5.2025,4.9275
69259,5.3,5.84,3.36
69290,6.68333333333,6.2,4.66
69373,5.98291666667,5.559375,3.85541666667
69615,8.53,7.11,5.22
69671,6.25571428571,6.02142857143,3.86
69734,5.75333333333,5.59666666667,3.82666666667
69783,5.89428571429,5.1,4.44285714286
69994,6.45111111111,5.96888888889,4.60111111111
70185,6.33,5.9725,4.49
70190,6.14,5.81666666667,3.61666666667
70321,7.26666666667,6.62,5.71666666667
70369,6.9325,5.7425,4.4525
70447,6.68666666667,5.842,4.64133333333
70461,6.00571428571,5.94142857143,4.57428571429
70463,6.00571428571,5.94142857143,4.57428571429
70517,5.744,5.298,4.646
70544,6.38,5.94,4.205
70547,6.48413793103,5.84620689655,4.42275862069
70550,6.38,5.94,4.205
70599,6.47727272727,6.15,4.61636363636
70622,6.03538461538,5.61692307692,4.45923076923
70624,5.75421800948,5.57976303318,3.86985781991
70671,6.11888888889,5.86777777778,4.08944444444
70685,6.444375,5.959375,3.900625
70694,6.45125,5.61375,4.99
70772,6.33111111111,5.74222222222,4.06
70780,5.85230769231,5.69923076923,4.16692307692
70905,6.43222222222,5.90666666667,4.30444444444
71008,6.23277777778,5.89611111111,3.8975
71209,6.15076923077,5.86692307692,4.07923076923
71462,6.39416666667,5.89916666667,4.68833333333
71530,5.836,5.646,3.506
72186,6.85,6.08,3.22
72229,6.76,6.464,3.962
72307,6.2725,5.855,3.78625
72369,6.1,5.89,3.62
72447,5.98555555556,5.64,3.82666666667
72454,6.05214285714,5.66142857143,4.42214285714
72456,6.07333333333,4.8,4.93
72475,4.45,6.0,5.3
72484,4.45,6.0,5.3
72486,4.45,6.0,5.3
